t_s,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,frame
1313000.0,99409994.47615166,-16016124.271798665,1998400.9216241154,-22.57110792677244,27.57792462607056,-0.13185149873856214,heliocentric
1314000.0,99387416.90947634,-15988545.307073522,1998268.9402760447,-22.584026645684503,27.580004502222465,-0.13211122893901142,heliocentric
1315000.0,99364826.42041543,-15960964.263438828,1998136.6991031293,-22.596952699199516,27.58208244454885,-0.13237114846380385,heliocentric
1316000.0,99342223.0016306,-15933381.142830286,1998004.1979159368,-22.609886094761837,27.58415844929304,-0.13263125752920923,heliocentric
1317000.0,99319606.64577608,-15905795.947187359,1997871.4365248184,-22.6228268398261,27.58623251269043,-0.13289155635183286,heliocentric
1318000.0,99296977.34549862,-15878208.678453278,1997738.4147399084,-22.635774941857235,27.588304630968477,-0.13315204514861614,heliocentric
1319000.0,99274335.09343754,-15850619.338575054,1997605.132371124,-22.648730408330483,27.59037480034666,-0.1334127241368373,heliocentric
1320000.0,99251679.88222465,-15823027.92950348,1997471.589228165,-22.66169324673141,27.592443017036473,-0.13367359353411193,heliocentric
1321000.0,99229011.70448427,-15795434.453193143,1997337.7851205135,-22.67466346455593,27.59450927724141,-0.13393465355839376,heliocentric
1322000.0,99206330.55283323,-15767838.911602428,1997203.719857433,-22.687641069310324,27.59657357715694,-0.13419590442797527,heliocentric
1323000.0,99183636.41988084,-15740241.30669353,1997069.3932479694,-22.70062606851125,27.59863591297048,-0.1344573463614883,heliocentric
1324000.0,99160929.29822889,-15712641.64043246,1996934.805100949,-22.713618469685773,27.600696280861392,-0.13471897957790474,heliocentric
1325000.0,99138209.18047163,-15685039.914789056,1996799.9552249794,-22.72661828037137,27.602754677000952,-0.13498080429653722,heliocentric
1326000.0,99115476.05919579,-15657436.131736988,1996664.8434284485,-22.739625508115953,27.604811097552332,-0.13524282073703972,heliocentric
1327000.0,99092729.92698053,-15629830.293253763,1996529.4695195246,-22.752640160477892,27.606865538670586,-0.13550502911940826,heliocentric
1328000.0,99069970.77639744,-15602222.40132074,1996393.8333061556,-22.76566224502603,27.608917996502626,-0.13576742966398156,heliocentric
1329000.0,99047198.60001054,-15574612.457923139,1996257.934596069,-22.77869176933969,27.6109684671872,-0.1360300225914417,heliocentric
1330000.0,99024413.3903763,-15547000.465050038,1996121.7731967713,-22.791728741008715,27.613016946854874,-0.1362928081228148,heliocentric
1331000.0,99001615.14004354,-15519386.424694393,1995985.348915548,-22.804773167633464,27.61506343162802,-0.13655578647947164,heliocentric
1332000.0,98978803.84155351,-15491770.33885304,1995848.6615594632,-22.817825056824844,27.617107917620785,-0.1368189578831284,heliocentric
1333000.0,98955979.48743983,-15464152.209526708,1995711.710935359,-22.830884416204324,27.619150400939077,-0.13708232255584726,heliocentric
1334000.0,98933142.07022849,-15436532.038720021,1995574.4968498545,-22.84395125340395,27.621190877680544,-0.13734588072003714,heliocentric
1335000.0,98910291.58243786,-15408909.82844151,1995437.0191093474,-22.857025576066373,27.623229343934554,-0.13760963259845435,heliocentric
1336000.0,98887428.01657864,-15381285.580703622,1995299.2775200119,-22.870107391844858,27.625265795782173,-0.13787357841420325,heliocentric
1337000.0,98864551.36515391,-15353659.297522724,1995161.2718877988,-22.883196708403297,27.62730022929615,-0.1381377183907369,heliocentric
1338000.0,98841661.62065902,-15326030.980919119,1995023.0020184356,-22.896293533416248,27.629332640540895,-0.13840205275185785,heliocentric
1339000.0,98818758.7755817,-15298400.632917047,1994884.4677174257,-22.90939787456893,27.63136302557245,-0.13866658172171867,heliocentric
1340000.0,98795842.82240194,-15270768.255544696,1994745.6687900478,-22.92250973955726,27.63339138043849,-0.13893130552482272,heliocentric
1341000.0,98772913.75359207,-15243133.850834211,1994606.6050413565,-22.935629136087854,27.63541770117827,-0.13919622438602486,heliocentric
1342000.0,98749971.56161669,-15215497.420821704,1994467.2762761812,-22.948756071878062,27.63744198382264,-0.13946133853053208,heliocentric
1343000.0,98727016.23893265,-15187858.967547256,1994327.6822991257,-22.96189055465598,27.639464224394004,-0.13972664818390418,heliocentric
1344000.0,98704047.77798913,-15160218.493054936,1994187.8229145685,-22.975032592160463,27.6414844189063,-0.1399921535720545,heliocentric
1345000.0,98681066.17122751,-15132575.999392796,1994047.6979266612,-22.988182192141153,27.643502563364983,-0.1402578549212506,heliocentric
1346000.0,98658071.41108145,-15104931.488612892,1993907.30713933,-23.001339362358493,27.64551865376701,-0.1405237524581149,heliocentric
1347000.0,98635063.48997681,-15077284.962771285,1993766.6503562736,-23.014504110583744,27.64753268610081,-0.14078984640962547,heliocentric
1348000.0,98612042.40033169,-15049636.423928054,1993625.7273809635,-23.027676444599003,27.64954465634627,-0.14105613700311664,heliocentric
